,0
0,-1.0607135831103445
1,-1.8366522994019898
2,-1.8366522994019898
3,-3.7530527232030524
4,-3.7530527232030524
5,-6.467274289173412
6,-6.467274289173412
7,-7.557025193792966
8,-7.557025193792966
9,-7.557025193792966
10,-7.557025193792966
11,-7.557025193792966
12,-7.557025193792966
13,-7.557025193792966
14,-7.557025193792966
15,-7.557025193792966
16,-7.557025193792966
17,-7.557025193792966
18,-7.557025193792966
19,-7.557025193792966
20,-7.867273293008123
21,-7.867273293008123
22,-7.867273293008123
23,-7.867273293008123
24,-8.204090389968325
25,-8.204090389968325
26,-8.204090389968325
27,-12.910877438108127
28,-12.910877438108127
29,-12.910877438108127
30,-12.910877438108127
31,-12.910877438108127
32,-12.910877438108127
33,-12.910877438108127
34,-12.910877438108127
35,-12.910877438108127
36,-12.910877438108127
37,-12.910877438108127
38,-12.910877438108127
39,-12.910877438108127
40,-12.910877438108127
41,-12.910877438108127
42,-13.726786265368991
43,-13.726786265368991
44,-13.726786265368991
45,-13.726786265368991
46,-13.726786265368991
47,-13.726786265368991
48,-13.726786265368991
49,-13.726786265368991
50,-13.726786265368991
51,-13.726786265368991
52,-13.726786265368991
53,-13.726786265368991
54,-13.726786265368991
55,-13.726786265368991
56,-13.726786265368991
57,-13.726786265368991
58,-13.726786265368991
59,-13.726786265368991
60,-15.921297021421815
61,-15.921297021421815
62,-15.921297021421815
63,-15.921297021421815
64,-15.921297021421815
65,-15.921297021421815
66,-15.921297021421815
67,-15.921297021421815
68,-15.921297021421815
69,-15.921297021421815
70,-15.921297021421815
71,-15.921297021421815
72,-15.921297021421815
73,-15.921297021421815
74,-15.921297021421815
75,-15.921297021421815
76,-15.921297021421815
77,-15.921297021421815
78,-15.921297021421815
79,-15.921297021421815
80,-15.921297021421815
81,-15.921297021421815
82,-15.921297021421815
83,-15.921297021421815
84,-15.921297021421815
85,-15.921297021421815
86,-15.921297021421815
87,-15.921297021421815
88,-15.921297021421815
89,-15.921297021421815
90,-15.921297021421815
91,-15.921297021421815
92,-15.921297021421815
93,-15.921297021421815
94,-15.921297021421815
95,-15.921297021421815
96,-15.921297021421815
97,-15.921297021421815
98,-15.921297021421815
99,-15.921297021421815
100,-15.921297021421815
101,-15.921297021421815
102,-15.921297021421815
103,-15.921297021421815
104,-15.921297021421815
105,-15.921297021421815
106,-15.921297021421815
107,-15.921297021421815
108,-15.921297021421815
109,-15.921297021421815
110,-15.921297021421815
111,-15.921297021421815
112,-15.921297021421815
113,-15.921297021421815
114,-15.921297021421815
115,-15.921297021421815
116,-15.921297021421815
117,-15.921297021421815
118,-15.921297021421815
119,-15.921297021421815
120,-15.921297021421815
121,-15.921297021421815
122,-15.921297021421815
123,-15.921297021421815
124,-15.921297021421815
125,-15.921297021421815
126,-15.921297021421815
127,-15.921297021421815
128,-15.921297021421815
129,-15.921297021421815
130,-15.921297021421815
131,-15.921297021421815
132,-15.921297021421815
133,-15.921297021421815
134,-15.921297021421815
135,-15.921297021421815
136,-15.921297021421815
137,-15.921297021421815
138,-15.921297021421815
139,-15.921297021421815
140,-15.921297021421815
141,-15.921297021421815
142,-15.921297021421815
143,-15.921297021421815
