,0
0,-8.8367406437869
1,-8.8367406437869
2,-8.8367406437869
3,-8.8367406437869
4,-8.8367406437869
5,-8.8367406437869
6,-8.8367406437869
7,-8.8367406437869
8,-8.8367406437869
9,-8.8367406437869
10,-8.8367406437869
11,-8.8367406437869
12,-8.8367406437869
13,-8.8367406437869
14,-8.8367406437869
15,-8.8367406437869
16,-8.8367406437869
17,-8.8367406437869
18,-8.8367406437869
19,-8.8367406437869
20,-8.8367406437869
21,-8.8367406437869
22,-8.8367406437869
23,-8.8367406437869
24,-8.8367406437869
25,-8.8367406437869
26,-8.8367406437869
27,-8.8367406437869
28,-8.8367406437869
29,-8.8367406437869
30,-8.8367406437869
31,-8.8367406437869
32,-8.8367406437869
33,-8.8367406437869
34,-8.8367406437869
35,-8.8367406437869
36,-8.8367406437869
37,-8.8367406437869
38,-8.8367406437869
39,-8.8367406437869
40,-8.8367406437869
41,-8.8367406437869
42,-8.8367406437869
43,-8.8367406437869
44,-8.8367406437869
45,-8.8367406437869
46,-8.8367406437869
47,-8.8367406437869
48,-9.202313034985712
49,-9.202313034985712
50,-9.202313034985712
51,-9.202313034985712
52,-9.202313034985712
53,-9.202313034985712
54,-9.202313034985712
55,-9.202313034985712
56,-9.202313034985712
57,-9.202313034985712
58,-9.202313034985712
59,-9.202313034985712
60,-9.202313034985712
61,-9.202313034985712
62,-9.202313034985712
63,-9.202313034985712
64,-13.556852651152685
65,-13.556852651152685
66,-13.556852651152685
67,-13.556852651152685
68,-13.556852651152685
69,-13.556852651152685
70,-13.556852651152685
71,-13.556852651152685
72,-13.556852651152685
73,-13.556852651152685
74,-13.556852651152685
75,-13.556852651152685
76,-13.556852651152685
77,-13.556852651152685
78,-13.556852651152685
79,-13.556852651152685
80,-13.556852651152685
81,-13.556852651152685
82,-13.556852651152685
83,-13.556852651152685
84,-13.556852651152685
85,-13.556852651152685
86,-13.556852651152685
87,-13.556852651152685
88,-13.556852651152685
89,-13.556852651152685
90,-13.556852651152685
91,-13.556852651152685
92,-13.556852651152685
93,-13.556852651152685
94,-13.556852651152685
95,-13.556852651152685
96,-13.556852651152685
97,-13.556852651152685
98,-13.556852651152685
99,-13.556852651152685
100,-13.556852651152685
101,-13.556852651152685
102,-13.556852651152685
103,-13.556852651152685
104,-13.556852651152685
105,-13.556852651152685
106,-13.556852651152685
107,-13.556852651152685
108,-13.556852651152685
109,-13.556852651152685
110,-13.556852651152685
111,-13.556852651152685
112,-13.556852651152685
113,-13.556852651152685
114,-13.556852651152685
115,-13.556852651152685
116,-13.556852651152685
117,-13.556852651152685
118,-13.556852651152685
119,-13.556852651152685
120,-13.556852651152685
121,-13.556852651152685
122,-13.556852651152685
123,-13.556852651152685
