,0
0,-0.4537581095774555
1,-0.4537581095774555
2,-1.7694374622584883
3,-1.8512952572535586
4,-1.8512952572535586
5,-2.0160812861390776
6,-2.1265250403456104
7,-2.1265250403456104
8,-2.367536719478761
9,-2.367536719478761
10,-2.367536719478761
11,-2.367536719478761
12,-2.367536719478761
13,-2.367536719478761
14,-2.367536719478761
15,-2.367536719478761
16,-2.367536719478761
17,-2.367536719478761
18,-2.367536719478761
19,-8.482871497368134
20,-8.482871497368134
21,-8.482871497368134
22,-8.482871497368134
23,-8.482871497368134
24,-8.482871497368134
25,-8.482871497368134
26,-8.482871497368134
27,-8.482871497368134
28,-8.482871497368134
29,-8.482871497368134
30,-8.482871497368134
31,-8.482871497368134
32,-8.482871497368134
33,-8.482871497368134
34,-8.482871497368134
35,-8.482871497368134
36,-8.482871497368134
37,-8.482871497368134
38,-8.482871497368134
39,-8.482871497368134
40,-8.482871497368134
41,-8.482871497368134
42,-8.482871497368134
43,-8.482871497368134
44,-8.482871497368134
45,-8.482871497368134
46,-8.482871497368134
47,-8.482871497368134
48,-8.482871497368134
49,-8.482871497368134
50,-8.482871497368134
51,-8.482871497368134
52,-8.482871497368134
53,-8.482871497368134
54,-8.482871497368134
55,-8.482871497368134
56,-8.482871497368134
57,-8.482871497368134
58,-8.482871497368134
59,-8.482871497368134
60,-8.482871497368134
61,-8.482871497368134
62,-8.482871497368134
63,-8.482871497368134
64,-8.482871497368134
65,-8.482871497368134
66,-8.482871497368134
67,-8.482871497368134
68,-8.482871497368134
69,-8.482871497368134
70,-8.482871497368134
71,-8.482871497368134
72,-8.482871497368134
73,-8.482871497368134
74,-8.482871497368134
75,-8.482871497368134
76,-8.482871497368134
77,-8.482871497368134
78,-8.482871497368134
79,-8.482871497368134
80,-8.482871497368134
81,-8.482871497368134
82,-8.482871497368134
83,-8.482871497368134
84,-8.482871497368134
85,-8.482871497368134
86,-8.482871497368134
87,-8.482871497368134
88,-8.482871497368134
89,-8.482871497368134
