,0
0,-2.7280970588287095
1,-2.7280970588287095
2,-2.7280970588287095
3,-3.839995811254897
4,-3.839995811254897
5,-3.839995811254897
6,-3.839995811254897
7,-3.839995811254897
8,-3.839995811254897
9,-3.839995811254897
10,-3.839995811254897
11,-3.839995811254897
12,-3.839995811254897
13,-4.085111455938549
14,-4.085111455938549
15,-4.085111455938549
16,-4.230555423457107
17,-4.230555423457107
18,-4.230555423457107
19,-5.8513407941243765
20,-5.8513407941243765
21,-5.8513407941243765
22,-5.8513407941243765
23,-5.8513407941243765
24,-5.8513407941243765
25,-5.8513407941243765
26,-5.8513407941243765
27,-5.8513407941243765
28,-5.8513407941243765
29,-5.8513407941243765
30,-5.8513407941243765
31,-5.8513407941243765
32,-6.015410557753606
33,-6.015410557753606
34,-6.015410557753606
35,-6.015410557753606
36,-6.015410557753606
37,-6.015410557753606
38,-6.015410557753606
39,-6.015410557753606
40,-6.015410557753606
41,-6.684033340033338
42,-6.684033340033338
43,-6.684033340033338
44,-6.684033340033338
45,-6.684033340033338
46,-6.684033340033338
47,-6.684033340033338
48,-6.684033340033338
49,-6.684033340033338
50,-7.081698978678587
51,-7.081698978678587
52,-7.081698978678587
53,-7.081698978678587
54,-7.081698978678587
55,-7.081698978678587
56,-7.542020538002344
57,-7.542020538002344
58,-7.542020538002344
59,-7.542020538002344
60,-7.542020538002344
61,-7.542020538002344
62,-7.542020538002344
63,-7.542020538002344
64,-7.671587377642355
65,-7.671587377642355
66,-7.671587377642355
67,-7.671587377642355
68,-7.671587377642355
69,-7.671587377642355
70,-7.671587377642355
71,-7.671587377642355
72,-7.671587377642355
73,-7.671587377642355
74,-7.671587377642355
75,-7.671587377642355
76,-7.671587377642355
77,-7.671587377642355
78,-7.671587377642355
79,-7.671587377642355
80,-7.671587377642355
81,-7.671587377642355
82,-7.671587377642355
83,-7.671587377642355
84,-7.671587377642355
85,-7.671587377642355
86,-8.574623980482189
87,-8.574623980482189
88,-8.574623980482189
89,-8.574623980482189
90,-8.574623980482189
91,-8.574623980482189
92,-8.574623980482189
93,-8.574623980482189
94,-8.574623980482189
95,-8.574623980482189
96,-8.574623980482189
